Period,Value,Measure Type,Unit
day/2017-03-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-03-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-04-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-05-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-06-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-07-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-08-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-09-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-04,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-05,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-06,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-07,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-08,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-09,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-10,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-11,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-12,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-13,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-14,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-15,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-16,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-17,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-18,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-19,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-20,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-21,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-22,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-23,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-24,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-25,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-26,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-27,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-28,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-29,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-30,0.0,actual-eii-excluded-electricity,mwh
day/2017-10-31,0.0,actual-eii-excluded-electricity,mwh
day/2017-11-01,0.0,actual-eii-excluded-electricity,mwh
day/2017-11-02,0.0,actual-eii-excluded-electricity,mwh
day/2017-11-03,0.0,actual-eii-excluded-electricity,mwh
day/2017-11-04,4716.783,actual-eii-excluded-electricity,mwh
day/2017-11-05,4723.742,actual-eii-excluded-electricity,mwh
day/2017-11-06,4614.494,actual-eii-excluded-electricity,mwh
day/2017-11-07,9437.776,actual-eii-excluded-electricity,mwh
day/2017-11-08,10380.67,actual-eii-excluded-electricity,mwh
day/2017-11-09,10290.716,actual-eii-excluded-electricity,mwh
day/2017-11-10,10738.18,actual-eii-excluded-electricity,mwh
day/2017-11-11,10284.833,actual-eii-excluded-electricity,mwh
day/2017-11-12,12236.762,actual-eii-excluded-electricity,mwh
day/2017-11-13,12647.165,actual-eii-excluded-electricity,mwh
day/2017-11-14,12788.463,actual-eii-excluded-electricity,mwh
day/2017-11-15,15416.195,actual-eii-excluded-electricity,mwh
day/2017-11-16,14221.809,actual-eii-excluded-electricity,mwh
day/2017-11-17,14457.026,actual-eii-excluded-electricity,mwh
day/2017-11-18,14739.387,actual-eii-excluded-electricity,mwh
day/2017-11-19,14569.221,actual-eii-excluded-electricity,mwh
day/2017-11-20,14051.226,actual-eii-excluded-electricity,mwh
day/2017-11-21,13977.931,actual-eii-excluded-electricity,mwh
day/2017-11-22,14398.016,actual-eii-excluded-electricity,mwh
day/2017-11-23,13914.832,actual-eii-excluded-electricity,mwh
day/2017-11-24,14634.131,actual-eii-excluded-electricity,mwh
day/2017-11-25,15746.922,actual-eii-excluded-electricity,mwh
day/2017-11-26,15466.341,actual-eii-excluded-electricity,mwh
day/2017-11-27,15447.229,actual-eii-excluded-electricity,mwh
day/2017-11-28,14327.012,actual-eii-excluded-electricity,mwh
day/2017-11-29,14436.18,actual-eii-excluded-electricity,mwh
day/2017-11-30,13669.15,actual-eii-excluded-electricity,mwh
day/2017-12-01,15088.708,actual-eii-excluded-electricity,mwh
day/2017-12-02,14997.99,actual-eii-excluded-electricity,mwh
day/2017-12-03,14851.306,actual-eii-excluded-electricity,mwh
day/2017-12-04,14531.047,actual-eii-excluded-electricity,mwh
day/2017-12-05,15319.662,actual-eii-excluded-electricity,mwh
day/2017-12-06,14545.297,actual-eii-excluded-electricity,mwh
day/2017-12-07,18058.149,actual-eii-excluded-electricity,mwh
day/2017-12-08,18020.429,actual-eii-excluded-electricity,mwh
day/2017-12-09,18696.348,actual-eii-excluded-electricity,mwh
day/2017-12-10,17959.666,actual-eii-excluded-electricity,mwh
day/2017-12-11,17372.234,actual-eii-excluded-electricity,mwh
day/2017-12-12,17323.784,actual-eii-excluded-electricity,mwh
day/2017-12-13,13960.479,actual-eii-excluded-electricity,mwh
day/2017-12-14,14832.826,actual-eii-excluded-electricity,mwh
day/2017-12-15,15363.977,actual-eii-excluded-electricity,mwh
day/2017-12-16,15912.653,actual-eii-excluded-electricity,mwh
day/2017-12-17,15275.004,actual-eii-excluded-electricity,mwh
day/2017-12-18,14763.9,actual-eii-excluded-electricity,mwh
day/2017-12-19,14129.24,actual-eii-excluded-electricity,mwh
day/2017-12-20,15483.284,actual-eii-excluded-electricity,mwh
day/2017-12-21,14567.053,actual-eii-excluded-electricity,mwh
day/2017-12-22,15176.594,actual-eii-excluded-electricity,mwh
day/2017-12-23,14561.83,actual-eii-excluded-electricity,mwh
day/2017-12-24,14128.47,actual-eii-excluded-electricity,mwh
day/2017-12-25,12986.44,actual-eii-excluded-electricity,mwh
day/2017-12-26,12246.027,actual-eii-excluded-electricity,mwh
day/2017-12-27,13163.997,actual-eii-excluded-electricity,mwh
day/2017-12-28,13459.024,actual-eii-excluded-electricity,mwh
day/2017-12-29,14664.141,actual-eii-excluded-electricity,mwh
day/2017-12-30,14240.608,actual-eii-excluded-electricity,mwh
day/2017-12-31,13282.793,actual-eii-excluded-electricity,mwh
day/2018-01-01,12295.807,actual-eii-excluded-electricity,mwh
day/2018-01-02,14126.054,actual-eii-excluded-electricity,mwh
day/2018-01-03,15069.595,actual-eii-excluded-electricity,mwh
day/2018-01-04,16690.276,actual-eii-excluded-electricity,mwh
day/2018-01-05,17837.328,actual-eii-excluded-electricity,mwh
day/2018-01-06,18542.345,actual-eii-excluded-electricity,mwh
day/2018-01-07,18437.494,actual-eii-excluded-electricity,mwh
day/2018-01-08,18628.301,actual-eii-excluded-electricity,mwh
day/2018-01-09,17836.811,actual-eii-excluded-electricity,mwh
day/2018-01-10,18700.78,actual-eii-excluded-electricity,mwh
day/2018-01-11,18509.911,actual-eii-excluded-electricity,mwh
day/2018-01-12,20173.35,actual-eii-excluded-electricity,mwh
day/2018-01-13,19593.276,actual-eii-excluded-electricity,mwh
day/2018-01-14,19224.817,actual-eii-excluded-electricity,mwh
day/2018-01-15,20243.254,actual-eii-excluded-electricity,mwh
day/2018-01-16,20269.818,actual-eii-excluded-electricity,mwh
day/2018-01-17,20755.224,actual-eii-excluded-electricity,mwh
day/2018-01-18,19996.267,actual-eii-excluded-electricity,mwh
day/2018-01-19,20700.017,actual-eii-excluded-electricity,mwh
day/2018-01-20,20706.782,actual-eii-excluded-electricity,mwh
day/2018-01-21,19424.1,actual-eii-excluded-electricity,mwh
day/2018-01-22,19750.36,actual-eii-excluded-electricity,mwh
day/2018-01-23,20377.684,actual-eii-excluded-electricity,mwh
day/2018-01-24,20943.895,actual-eii-excluded-electricity,mwh
day/2018-01-25,20298.1,actual-eii-excluded-electricity,mwh
day/2018-01-26,20862.448,actual-eii-excluded-electricity,mwh
day/2018-01-27,20594.118,actual-eii-excluded-electricity,mwh
day/2018-01-28,20079.392,actual-eii-excluded-electricity,mwh
day/2018-01-29,20601.288,actual-eii-excluded-electricity,mwh
day/2018-01-30,22191.811,actual-eii-excluded-electricity,mwh
day/2018-01-31,22882.099,actual-eii-excluded-electricity,mwh
day/2018-02-01,23497.94,actual-eii-excluded-electricity,mwh
day/2018-02-02,22786.171,actual-eii-excluded-electricity,mwh
day/2018-02-03,22279.374,actual-eii-excluded-electricity,mwh
day/2018-02-04,21796.002,actual-eii-excluded-electricity,mwh
day/2018-02-05,21486.152,actual-eii-excluded-electricity,mwh
day/2018-02-06,22514.734,actual-eii-excluded-electricity,mwh
day/2018-02-07,23889.606,actual-eii-excluded-electricity,mwh
day/2018-02-08,23253.609,actual-eii-excluded-electricity,mwh
day/2018-02-09,23239.919,actual-eii-excluded-electricity,mwh
day/2018-02-10,22877.272,actual-eii-excluded-electricity,mwh
day/2018-02-11,21042.223,actual-eii-excluded-electricity,mwh
day/2018-02-12,22607.688,actual-eii-excluded-electricity,mwh
day/2018-02-13,22952.334,actual-eii-excluded-electricity,mwh
day/2018-02-14,23419.793,actual-eii-excluded-electricity,mwh
day/2018-02-15,24523.143,actual-eii-excluded-electricity,mwh
day/2018-02-16,22035.846,actual-eii-excluded-electricity,mwh
day/2018-02-17,20459.272,actual-eii-excluded-electricity,mwh
day/2018-02-18,19197.047,actual-eii-excluded-electricity,mwh
day/2018-02-19,21266.713,actual-eii-excluded-electricity,mwh
day/2018-02-20,22321.748,actual-eii-excluded-electricity,mwh
day/2018-02-21,21967.332,actual-eii-excluded-electricity,mwh
day/2018-02-22,21924.242,actual-eii-excluded-electricity,mwh
day/2018-02-23,22417.328,actual-eii-excluded-electricity,mwh
day/2018-02-24,20535.789,actual-eii-excluded-electricity,mwh
