Period,Value,Measure Type,Unit
day/2016-07-15,766209.206,actual-gross-demand,mwh
day/2016-07-16,689189.061,actual-gross-demand,mwh
day/2016-07-17,663663.186,actual-gross-demand,mwh
day/2016-07-18,769423.419,actual-gross-demand,mwh
day/2016-07-19,792668.629,actual-gross-demand,mwh
day/2016-07-20,802032.911,actual-gross-demand,mwh
day/2016-07-21,777448.668,actual-gross-demand,mwh
day/2016-07-22,763188.394,actual-gross-demand,mwh
day/2016-07-23,678380.736,actual-gross-demand,mwh
day/2016-07-24,663580.873,actual-gross-demand,mwh
day/2016-07-25,747070.902,actual-gross-demand,mwh
day/2016-07-26,757107.965,actual-gross-demand,mwh
day/2016-07-27,760641.332,actual-gross-demand,mwh
day/2016-07-28,758988.671,actual-gross-demand,mwh
day/2016-07-29,747232.709,actual-gross-demand,mwh
day/2016-07-30,661948.111,actual-gross-demand,mwh
day/2016-07-31,640436.668,actual-gross-demand,mwh
day/2016-08-01,742290.423,actual-gross-demand,mwh
day/2016-08-02,767852.593,actual-gross-demand,mwh
day/2016-08-03,758593.151,actual-gross-demand,mwh
day/2016-08-04,751079.946,actual-gross-demand,mwh
day/2016-08-05,734097.552,actual-gross-demand,mwh
day/2016-08-06,666144.106,actual-gross-demand,mwh
day/2016-08-07,658140.023,actual-gross-demand,mwh
day/2016-08-08,744284.143,actual-gross-demand,mwh
day/2016-08-09,748314.169,actual-gross-demand,mwh
day/2016-08-10,753872.593,actual-gross-demand,mwh
day/2016-08-11,769312.88,actual-gross-demand,mwh
day/2016-08-12,751763.831,actual-gross-demand,mwh
day/2016-08-13,675835.994,actual-gross-demand,mwh
day/2016-08-14,654889.749,actual-gross-demand,mwh
day/2016-08-15,744704.278,actual-gross-demand,mwh
day/2016-08-16,755342.783,actual-gross-demand,mwh
day/2016-08-17,760836.286,actual-gross-demand,mwh
day/2016-08-18,768213.836,actual-gross-demand,mwh
day/2016-08-19,769780.569,actual-gross-demand,mwh
day/2016-08-20,685498.665,actual-gross-demand,mwh
day/2016-08-21,664180.759,actual-gross-demand,mwh
day/2016-08-22,763066.524,actual-gross-demand,mwh
day/2016-08-23,776799.739,actual-gross-demand,mwh
day/2016-08-24,787448.833,actual-gross-demand,mwh
day/2016-08-25,800664.833,actual-gross-demand,mwh
day/2016-08-26,756377.02,actual-gross-demand,mwh
day/2016-08-27,684528.038,actual-gross-demand,mwh
day/2016-08-28,659190.217,actual-gross-demand,mwh
day/2016-08-29,670220.396,actual-gross-demand,mwh
day/2016-08-30,758978.296,actual-gross-demand,mwh
day/2016-08-31,777037.98,actual-gross-demand,mwh
day/2016-09-01,771219.787,actual-gross-demand,mwh
day/2016-09-02,771274.447,actual-gross-demand,mwh
day/2016-09-03,702842.453,actual-gross-demand,mwh
day/2016-09-04,679523.14,actual-gross-demand,mwh
day/2016-09-05,788186.66,actual-gross-demand,mwh
day/2016-09-06,807288.478,actual-gross-demand,mwh
day/2016-09-07,809199.496,actual-gross-demand,mwh
day/2016-09-08,794582.174,actual-gross-demand,mwh
day/2016-09-09,788459.755,actual-gross-demand,mwh
day/2016-09-10,707145.276,actual-gross-demand,mwh
day/2016-09-11,669063.611,actual-gross-demand,mwh
day/2016-09-12,788197.285,actual-gross-demand,mwh
day/2016-09-13,811142.469,actual-gross-demand,mwh
day/2016-09-14,808964.185,actual-gross-demand,mwh
day/2016-09-15,806387.312,actual-gross-demand,mwh
day/2016-09-16,784317.277,actual-gross-demand,mwh
day/2016-09-17,694742.423,actual-gross-demand,mwh
day/2016-09-18,677578.871,actual-gross-demand,mwh
day/2016-09-19,789790.592,actual-gross-demand,mwh
day/2016-09-20,797820.588,actual-gross-demand,mwh
day/2016-09-21,800137.038,actual-gross-demand,mwh
day/2016-09-22,792023.423,actual-gross-demand,mwh
day/2016-09-23,771494.782,actual-gross-demand,mwh
day/2016-09-24,704912.33,actual-gross-demand,mwh
day/2016-09-25,682935.179,actual-gross-demand,mwh
day/2016-09-26,798623.197,actual-gross-demand,mwh
day/2016-09-27,815039.44,actual-gross-demand,mwh
day/2016-09-28,810024.55,actual-gross-demand,mwh
day/2016-09-29,805597.14,actual-gross-demand,mwh
day/2016-09-30,783790.968,actual-gross-demand,mwh
day/2016-10-01,729377.129,actual-gross-demand,mwh
day/2016-10-02,708016.681,actual-gross-demand,mwh
day/2016-10-03,808773.565,actual-gross-demand,mwh
day/2016-10-04,824172.151,actual-gross-demand,mwh
day/2016-10-05,821117.158,actual-gross-demand,mwh
day/2016-10-06,833863.727,actual-gross-demand,mwh
day/2016-10-07,833923.347,actual-gross-demand,mwh
day/2016-10-08,744149.532,actual-gross-demand,mwh
day/2016-10-09,725035.07,actual-gross-demand,mwh
day/2016-10-10,837484.696,actual-gross-demand,mwh
day/2016-10-11,858958.827,actual-gross-demand,mwh
day/2016-10-12,856566.469,actual-gross-demand,mwh
day/2016-10-13,862665.617,actual-gross-demand,mwh
day/2016-10-14,846916.537,actual-gross-demand,mwh
day/2016-10-15,765340.175,actual-gross-demand,mwh
day/2016-10-16,752440.363,actual-gross-demand,mwh
day/2016-10-17,842416.445,actual-gross-demand,mwh
day/2016-10-18,866053.535,actual-gross-demand,mwh
day/2016-10-19,870501.218,actual-gross-demand,mwh
day/2016-10-20,872349.19,actual-gross-demand,mwh
day/2016-10-21,858827.19,actual-gross-demand,mwh
day/2016-10-22,779683.511,actual-gross-demand,mwh
day/2016-10-23,765577.226,actual-gross-demand,mwh
day/2016-10-24,876727.98,actual-gross-demand,mwh
day/2016-10-25,878017.109,actual-gross-demand,mwh
day/2016-10-26,873030.725,actual-gross-demand,mwh
day/2016-10-27,874972.838,actual-gross-demand,mwh
day/2016-10-28,852873.061,actual-gross-demand,mwh
day/2016-10-29,776294.332,actual-gross-demand,mwh
day/2016-10-30,790123.142,actual-gross-demand,mwh
day/2016-10-31,855850.4,actual-gross-demand,mwh
day/2016-11-01,895244.4,actual-gross-demand,mwh
day/2016-11-02,908677.304,actual-gross-demand,mwh
day/2016-11-03,930391.3,actual-gross-demand,mwh
day/2016-11-04,908846.087,actual-gross-demand,mwh
day/2016-11-05,839625.869,actual-gross-demand,mwh
day/2016-11-06,847563.601,actual-gross-demand,mwh
day/2016-11-07,951779.105,actual-gross-demand,mwh
day/2016-11-08,987006.383,actual-gross-demand,mwh
day/2016-11-09,988907.758,actual-gross-demand,mwh
day/2016-11-10,970150.111,actual-gross-demand,mwh
day/2016-11-11,950777.226,actual-gross-demand,mwh
day/2016-11-12,870336.569,actual-gross-demand,mwh
day/2016-11-13,836215.715,actual-gross-demand,mwh
day/2016-11-14,939976.501,actual-gross-demand,mwh
day/2016-11-15,924360.451,actual-gross-demand,mwh
day/2016-11-16,925581.982,actual-gross-demand,mwh
day/2016-11-17,951401.648,actual-gross-demand,mwh
day/2016-11-18,960715.691,actual-gross-demand,mwh
day/2016-11-19,884543.667,actual-gross-demand,mwh
day/2016-11-20,874466.073,actual-gross-demand,mwh
day/2016-11-21,993581.512,actual-gross-demand,mwh
day/2016-11-22,982557.109,actual-gross-demand,mwh
day/2016-11-23,982172.916,actual-gross-demand,mwh
day/2016-11-24,982175.373,actual-gross-demand,mwh
day/2016-11-25,964304.611,actual-gross-demand,mwh
day/2016-11-26,889514.393,actual-gross-demand,mwh
day/2016-11-27,870222.682,actual-gross-demand,mwh
day/2016-11-28,975354.546,actual-gross-demand,mwh
day/2016-11-29,1016092.882,actual-gross-demand,mwh
day/2016-11-30,1033208.497,actual-gross-demand,mwh
day/2016-12-01,1019627.713,actual-gross-demand,mwh
day/2016-12-02,993472.231,actual-gross-demand,mwh
day/2016-12-03,898409.229,actual-gross-demand,mwh
day/2016-12-04,891387.114,actual-gross-demand,mwh
day/2016-12-05,1023526.331,actual-gross-demand,mwh
day/2016-12-06,1022901.46,actual-gross-demand,mwh
day/2016-12-07,975070.218,actual-gross-demand,mwh
day/2016-12-08,962316.129,actual-gross-demand,mwh
day/2016-12-09,937612.991,actual-gross-demand,mwh
day/2016-12-10,859247.601,actual-gross-demand,mwh
day/2016-12-11,850069.797,actual-gross-demand,mwh
day/2016-12-12,979271.573,actual-gross-demand,mwh
day/2016-12-13,971680.47,actual-gross-demand,mwh
day/2016-12-14,947346.161,actual-gross-demand,mwh
day/2016-12-15,963713.55,actual-gross-demand,mwh
day/2016-12-16,937566.132,actual-gross-demand,mwh
day/2016-12-17,867169.185,actual-gross-demand,mwh
day/2016-12-18,852813.439,actual-gross-demand,mwh
day/2016-12-19,966406.036,actual-gross-demand,mwh
day/2016-12-20,972306.847,actual-gross-demand,mwh
day/2016-12-21,965421.432,actual-gross-demand,mwh
day/2016-12-22,944147.402,actual-gross-demand,mwh
day/2016-12-23,871638.513,actual-gross-demand,mwh
day/2016-12-24,791887.185,actual-gross-demand,mwh
day/2016-12-25,701706.713,actual-gross-demand,mwh
day/2016-12-26,713691.809,actual-gross-demand,mwh
day/2016-12-27,798011.107,actual-gross-demand,mwh
day/2016-12-28,885954.659,actual-gross-demand,mwh
day/2016-12-29,895672.975,actual-gross-demand,mwh
day/2016-12-30,892814.866,actual-gross-demand,mwh
day/2016-12-31,829284.906,actual-gross-demand,mwh
day/2017-01-01,804285.679,actual-gross-demand,mwh
day/2017-01-02,862794.581,actual-gross-demand,mwh
day/2017-01-03,994259.391,actual-gross-demand,mwh
day/2017-01-04,1001511.782,actual-gross-demand,mwh
day/2017-01-05,1025207.409,actual-gross-demand,mwh
day/2017-01-06,1020471.787,actual-gross-demand,mwh
day/2017-01-07,887937.358,actual-gross-demand,mwh
day/2017-01-08,855925.3,actual-gross-demand,mwh
day/2017-01-09,977435.227,actual-gross-demand,mwh
day/2017-01-10,992945.141,actual-gross-demand,mwh
day/2017-01-11,988915.736,actual-gross-demand,mwh
day/2017-01-12,1026306.203,actual-gross-demand,mwh
day/2017-01-13,1035700.79,actual-gross-demand,mwh
day/2017-01-14,937558.345,actual-gross-demand,mwh
day/2017-01-15,906772.404,actual-gross-demand,mwh
day/2017-01-16,993077.127,actual-gross-demand,mwh
day/2017-01-17,1003467.234,actual-gross-demand,mwh
day/2017-01-18,1014227.76,actual-gross-demand,mwh
day/2017-01-19,1012794.107,actual-gross-demand,mwh
day/2017-01-20,1000339.493,actual-gross-demand,mwh
day/2017-01-21,933997.054,actual-gross-demand,mwh
day/2017-01-22,921008.375,actual-gross-demand,mwh
day/2017-01-23,1034953.36,actual-gross-demand,mwh
day/2017-01-24,1025707.598,actual-gross-demand,mwh
day/2017-01-25,1032390.51,actual-gross-demand,mwh
day/2017-01-26,1069393.028,actual-gross-demand,mwh
day/2017-01-27,1044903.161,actual-gross-demand,mwh
day/2017-01-28,913051.33,actual-gross-demand,mwh
day/2017-01-29,898389.084,actual-gross-demand,mwh
day/2017-01-30,995740.86,actual-gross-demand,mwh
day/2017-01-31,1009690.239,actual-gross-demand,mwh
day/2017-02-01,978137.096,actual-gross-demand,mwh
day/2017-02-02,970281.515,actual-gross-demand,mwh
day/2017-02-03,954473.709,actual-gross-demand,mwh
day/2017-02-04,880745.817,actual-gross-demand,mwh
day/2017-02-05,877613.034,actual-gross-demand,mwh
day/2017-02-06,1009555.938,actual-gross-demand,mwh
day/2017-02-07,990346.432,actual-gross-demand,mwh
day/2017-02-08,1012531.022,actual-gross-demand,mwh
day/2017-02-09,1040488.291,actual-gross-demand,mwh
day/2017-02-10,1036621.518,actual-gross-demand,mwh
day/2017-02-11,961348.047,actual-gross-demand,mwh
day/2017-02-12,936992.553,actual-gross-demand,mwh
day/2017-02-13,1000013.491,actual-gross-demand,mwh
day/2017-02-14,997522.703,actual-gross-demand,mwh
day/2017-02-15,967855.043,actual-gross-demand,mwh
day/2017-02-16,953759.561,actual-gross-demand,mwh
day/2017-02-17,924393.93,actual-gross-demand,mwh
day/2017-02-18,845068.682,actual-gross-demand,mwh
day/2017-02-19,825960.016,actual-gross-demand,mwh
day/2017-02-20,911971.951,actual-gross-demand,mwh
day/2017-02-21,924004.494,actual-gross-demand,mwh
day/2017-02-22,925848.041,actual-gross-demand,mwh
day/2017-02-23,943804.296,actual-gross-demand,mwh
day/2017-02-24,927940.681,actual-gross-demand,mwh
day/2017-02-25,863854.858,actual-gross-demand,mwh
day/2017-02-26,831260.872,actual-gross-demand,mwh
day/2017-02-27,950277.816,actual-gross-demand,mwh
day/2017-02-28,969531.399,actual-gross-demand,mwh
day/2017-03-01,958807.705,actual-gross-demand,mwh
day/2017-03-02,951715.286,actual-gross-demand,mwh
day/2017-03-03,951235.769,actual-gross-demand,mwh
day/2017-03-04,838602.074,actual-gross-demand,mwh
day/2017-03-05,837835.98,actual-gross-demand,mwh
day/2017-03-06,927716.08,actual-gross-demand,mwh
day/2017-03-07,930586.74,actual-gross-demand,mwh
day/2017-03-08,924303.5,actual-gross-demand,mwh
day/2017-03-09,889657.685,actual-gross-demand,mwh
day/2017-03-10,896874.236,actual-gross-demand,mwh
day/2017-03-11,800043.121,actual-gross-demand,mwh
day/2017-03-12,783292.772,actual-gross-demand,mwh
day/2017-03-13,875321.387,actual-gross-demand,mwh
day/2017-03-14,887382.096,actual-gross-demand,mwh
day/2017-03-15,866729.093,actual-gross-demand,mwh
day/2017-03-16,889049.315,actual-gross-demand,mwh
day/2017-03-17,893426.376,actual-gross-demand,mwh
day/2017-03-18,800990.084,actual-gross-demand,mwh
day/2017-03-19,774849.547,actual-gross-demand,mwh
day/2017-03-20,883816.134,actual-gross-demand,mwh
day/2017-03-21,895922.756,actual-gross-demand,mwh
day/2017-03-22,933892.106,actual-gross-demand,mwh
day/2017-03-23,914675.149,actual-gross-demand,mwh
day/2017-03-24,879623.295,actual-gross-demand,mwh
day/2017-03-25,771322.937,actual-gross-demand,mwh
day/2017-03-26,710356.539,actual-gross-demand,mwh
day/2017-03-27,853544.013,actual-gross-demand,mwh
day/2017-03-28,866068.188,actual-gross-demand,mwh
day/2017-03-29,867330.9,actual-gross-demand,mwh
day/2017-03-30,830061.768,actual-gross-demand,mwh
day/2017-03-31,815503.126,actual-gross-demand,mwh
day/2017-04-01,747525.589,actual-gross-demand,mwh
day/2017-04-02,720034.069,actual-gross-demand,mwh
day/2017-04-03,822673.457,actual-gross-demand,mwh
day/2017-04-04,841598.019,actual-gross-demand,mwh
day/2017-04-05,837486.292,actual-gross-demand,mwh
day/2017-04-06,830389.987,actual-gross-demand,mwh
day/2017-04-07,811170.461,actual-gross-demand,mwh
day/2017-04-08,714471.336,actual-gross-demand,mwh
day/2017-04-09,691285.239,actual-gross-demand,mwh
day/2017-04-10,800519.238,actual-gross-demand,mwh
day/2017-04-11,818753.221,actual-gross-demand,mwh
day/2017-04-12,829222.612,actual-gross-demand,mwh
day/2017-04-13,817310.734,actual-gross-demand,mwh
day/2017-04-14,752992.713,actual-gross-demand,mwh
day/2017-04-15,715503.87,actual-gross-demand,mwh
day/2017-04-16,703248.093,actual-gross-demand,mwh
day/2017-04-17,729012.685,actual-gross-demand,mwh
day/2017-04-18,812449.012,actual-gross-demand,mwh
day/2017-04-19,827678.094,actual-gross-demand,mwh
day/2017-04-20,830235.474,actual-gross-demand,mwh
day/2017-04-21,818570.024,actual-gross-demand,mwh
day/2017-04-22,725565.275,actual-gross-demand,mwh
day/2017-04-23,707844.193,actual-gross-demand,mwh
day/2017-04-24,828623.797,actual-gross-demand,mwh
day/2017-04-25,859386.839,actual-gross-demand,mwh
day/2017-04-26,868724.73,actual-gross-demand,mwh
day/2017-04-27,872023.542,actual-gross-demand,mwh
day/2017-04-28,834249.501,actual-gross-demand,mwh
day/2017-04-29,741243.105,actual-gross-demand,mwh
day/2017-04-30,712671.976,actual-gross-demand,mwh
day/2017-05-01,733167.632,actual-gross-demand,mwh
day/2017-05-02,810493.694,actual-gross-demand,mwh
day/2017-05-03,830104.293,actual-gross-demand,mwh
day/2017-05-04,820968.527,actual-gross-demand,mwh
day/2017-05-05,798703.591,actual-gross-demand,mwh
day/2017-05-06,734040.693,actual-gross-demand,mwh
day/2017-05-07,702064.994,actual-gross-demand,mwh
day/2017-05-08,813858.131,actual-gross-demand,mwh
day/2017-05-09,817947.018,actual-gross-demand,mwh
day/2017-05-10,797381.344,actual-gross-demand,mwh
day/2017-05-11,795465.791,actual-gross-demand,mwh
day/2017-05-12,794180.892,actual-gross-demand,mwh
day/2017-05-13,711911.932,actual-gross-demand,mwh
day/2017-05-14,681187.621,actual-gross-demand,mwh
day/2017-05-15,812747.941,actual-gross-demand,mwh
day/2017-05-16,807739.388,actual-gross-demand,mwh
day/2017-05-17,815153.752,actual-gross-demand,mwh
day/2017-05-18,792119.438,actual-gross-demand,mwh
day/2017-05-19,786979.792,actual-gross-demand,mwh
day/2017-05-20,707670.888,actual-gross-demand,mwh
day/2017-05-21,678724.794,actual-gross-demand,mwh
day/2017-05-22,769533.909,actual-gross-demand,mwh
day/2017-05-23,777560.433,actual-gross-demand,mwh
day/2017-05-24,776570.79,actual-gross-demand,mwh
day/2017-05-25,775173.466,actual-gross-demand,mwh
day/2017-05-26,756062.354,actual-gross-demand,mwh
day/2017-05-27,681373.512,actual-gross-demand,mwh
day/2017-05-28,645185.629,actual-gross-demand,mwh
day/2017-05-29,688898.236,actual-gross-demand,mwh
day/2017-05-30,752765.281,actual-gross-demand,mwh
day/2017-05-31,750750.92,actual-gross-demand,mwh
day/2017-06-01,753039.032,actual-gross-demand,mwh
day/2017-06-02,753293.061,actual-gross-demand,mwh
day/2017-06-03,665515.376,actual-gross-demand,mwh
day/2017-06-04,652212.59,actual-gross-demand,mwh
day/2017-06-05,776128.642,actual-gross-demand,mwh
day/2017-06-06,800615.284,actual-gross-demand,mwh
day/2017-06-07,778604.138,actual-gross-demand,mwh
day/2017-06-08,788739.371,actual-gross-demand,mwh
day/2017-06-09,760189.312,actual-gross-demand,mwh
day/2017-06-10,690785.499,actual-gross-demand,mwh
day/2017-06-11,667761.799,actual-gross-demand,mwh
day/2017-06-12,762857.491,actual-gross-demand,mwh
day/2017-06-13,768873.679,actual-gross-demand,mwh
day/2017-06-14,769190.743,actual-gross-demand,mwh
day/2017-06-15,766850.67,actual-gross-demand,mwh
day/2017-06-16,746671.897,actual-gross-demand,mwh
day/2017-06-17,670555.574,actual-gross-demand,mwh
day/2017-06-18,654064.324,actual-gross-demand,mwh
day/2017-06-19,778586.156,actual-gross-demand,mwh
day/2017-06-20,785621.035,actual-gross-demand,mwh
day/2017-06-21,788217.058,actual-gross-demand,mwh
day/2017-06-22,780721.229,actual-gross-demand,mwh
day/2017-06-23,749865.058,actual-gross-demand,mwh
day/2017-06-24,667014.726,actual-gross-demand,mwh
day/2017-06-25,644820.943,actual-gross-demand,mwh
day/2017-06-26,737061.466,actual-gross-demand,mwh
day/2017-06-27,767206.909,actual-gross-demand,mwh
day/2017-06-28,771669.755,actual-gross-demand,mwh
day/2017-06-29,778952.184,actual-gross-demand,mwh
day/2017-06-30,758535.5,actual-gross-demand,mwh
day/2017-07-01,674107.037,actual-gross-demand,mwh
day/2017-07-02,649344.263,actual-gross-demand,mwh
day/2017-07-03,751586.936,actual-gross-demand,mwh
day/2017-07-04,772226.172,actual-gross-demand,mwh
day/2017-07-05,771012.163,actual-gross-demand,mwh
day/2017-07-06,783937.624,actual-gross-demand,mwh
day/2017-07-07,770170.736,actual-gross-demand,mwh
day/2017-07-08,671195.702,actual-gross-demand,mwh
day/2017-07-09,661580.545,actual-gross-demand,mwh
day/2017-07-10,764767.248,actual-gross-demand,mwh
day/2017-07-11,777341.553,actual-gross-demand,mwh
day/2017-07-12,757837.935,actual-gross-demand,mwh
day/2017-07-13,757324.694,actual-gross-demand,mwh
day/2017-07-14,743648.152,actual-gross-demand,mwh
day/2017-07-15,680804.566,actual-gross-demand,mwh
day/2017-07-16,663210.906,actual-gross-demand,mwh
day/2017-07-17,745376.445,actual-gross-demand,mwh
day/2017-07-18,766196.144,actual-gross-demand,mwh
day/2017-07-19,785774.329,actual-gross-demand,mwh
day/2017-07-20,763009.286,actual-gross-demand,mwh
day/2017-07-21,754732.683,actual-gross-demand,mwh
day/2017-07-22,675064.466,actual-gross-demand,mwh
day/2017-07-23,655771.843,actual-gross-demand,mwh
day/2017-07-24,747791.95,actual-gross-demand,mwh
day/2017-07-25,747950.158,actual-gross-demand,mwh
day/2017-07-26,766236.862,actual-gross-demand,mwh
day/2017-07-27,751708.69,actual-gross-demand,mwh
day/2017-07-28,748096.142,actual-gross-demand,mwh
day/2017-07-29,671484.959,actual-gross-demand,mwh
day/2017-07-30,647752.972,actual-gross-demand,mwh
day/2017-07-31,728911.658,actual-gross-demand,mwh
day/2017-08-01,735808.924,actual-gross-demand,mwh
day/2017-08-02,755176.74,actual-gross-demand,mwh
day/2017-08-03,749326.37,actual-gross-demand,mwh
day/2017-08-04,729330.588,actual-gross-demand,mwh
day/2017-08-05,654563.066,actual-gross-demand,mwh
day/2017-08-06,642637.322,actual-gross-demand,mwh
day/2017-08-07,736753.144,actual-gross-demand,mwh
day/2017-08-08,754318.302,actual-gross-demand,mwh
day/2017-08-09,762054.969,actual-gross-demand,mwh
day/2017-08-10,742651.253,actual-gross-demand,mwh
day/2017-08-11,743035.372,actual-gross-demand,mwh
day/2017-08-12,667956.28,actual-gross-demand,mwh
day/2017-08-13,641220.177,actual-gross-demand,mwh
day/2017-08-14,751041.728,actual-gross-demand,mwh
day/2017-08-15,752058.671,actual-gross-demand,mwh
day/2017-08-16,758909.562,actual-gross-demand,mwh
day/2017-08-17,767706.577,actual-gross-demand,mwh
day/2017-08-18,747837.888,actual-gross-demand,mwh
day/2017-08-19,674280.152,actual-gross-demand,mwh
day/2017-08-20,656026.997,actual-gross-demand,mwh
day/2017-08-21,759926.455,actual-gross-demand,mwh
day/2017-08-22,776877.826,actual-gross-demand,mwh
day/2017-08-23,774194.173,actual-gross-demand,mwh
day/2017-08-24,761475.235,actual-gross-demand,mwh
day/2017-08-25,746212.607,actual-gross-demand,mwh
day/2017-08-26,670856.128,actual-gross-demand,mwh
day/2017-08-27,644571.199,actual-gross-demand,mwh
day/2017-08-28,681668.561,actual-gross-demand,mwh
day/2017-08-29,767733.79,actual-gross-demand,mwh
day/2017-08-30,770449.385,actual-gross-demand,mwh
day/2017-08-31,764478.499,actual-gross-demand,mwh
day/2017-09-01,746490.264,actual-gross-demand,mwh
day/2017-09-02,672174.61,actual-gross-demand,mwh
day/2017-09-03,681133.395,actual-gross-demand,mwh
day/2017-09-04,782919.293,actual-gross-demand,mwh
day/2017-09-05,795943.896,actual-gross-demand,mwh
day/2017-09-06,781709.276,actual-gross-demand,mwh
day/2017-09-07,787673.995,actual-gross-demand,mwh
day/2017-09-08,776900.13,actual-gross-demand,mwh
day/2017-09-09,694326.164,actual-gross-demand,mwh
day/2017-09-10,697532.848,actual-gross-demand,mwh
day/2017-09-11,785506.481,actual-gross-demand,mwh
day/2017-09-12,791371.701,actual-gross-demand,mwh
day/2017-09-13,794566.596,actual-gross-demand,mwh
day/2017-09-14,798998.528,actual-gross-demand,mwh
day/2017-09-15,783656.289,actual-gross-demand,mwh
day/2017-09-16,711714.581,actual-gross-demand,mwh
day/2017-09-17,698229.304,actual-gross-demand,mwh
day/2017-09-18,797699.686,actual-gross-demand,mwh
day/2017-09-19,795167.432,actual-gross-demand,mwh
day/2017-09-20,807045.754,actual-gross-demand,mwh
day/2017-09-21,806688.522,actual-gross-demand,mwh
day/2017-09-22,788057.135,actual-gross-demand,mwh
day/2017-09-23,710110.605,actual-gross-demand,mwh
day/2017-09-24,696896.557,actual-gross-demand,mwh
day/2017-09-25,802842.716,actual-gross-demand,mwh
day/2017-09-26,801811.786,actual-gross-demand,mwh
day/2017-09-27,810363.478,actual-gross-demand,mwh
day/2017-09-28,795556.976,actual-gross-demand,mwh
day/2017-09-29,792299.154,actual-gross-demand,mwh
day/2017-09-30,719387.374,actual-gross-demand,mwh
day/2017-10-01,730126.05,actual-gross-demand,mwh
day/2017-10-02,814089.003,actual-gross-demand,mwh
day/2017-10-03,824853.025,actual-gross-demand,mwh
day/2017-10-04,843849.835,actual-gross-demand,mwh
day/2017-10-05,826305.287,actual-gross-demand,mwh
day/2017-10-06,813080.616,actual-gross-demand,mwh
day/2017-10-07,749395.825,actual-gross-demand,mwh
day/2017-10-08,722735.985,actual-gross-demand,mwh
day/2017-10-09,821070.382,actual-gross-demand,mwh
day/2017-10-10,833692.661,actual-gross-demand,mwh
day/2017-10-11,845696.816,actual-gross-demand,mwh
day/2017-10-12,833615.714,actual-gross-demand,mwh
day/2017-10-13,829680.437,actual-gross-demand,mwh
day/2017-10-14,739096.603,actual-gross-demand,mwh
day/2017-10-15,720617.493,actual-gross-demand,mwh
day/2017-10-16,823827.025,actual-gross-demand,mwh
day/2017-10-17,831586.598,actual-gross-demand,mwh
day/2017-10-18,848162.388,actual-gross-demand,mwh
day/2017-10-19,855762.726,actual-gross-demand,mwh
day/2017-10-20,831270.426,actual-gross-demand,mwh
day/2017-10-21,760812.6,actual-gross-demand,mwh
day/2017-10-22,751075.525,actual-gross-demand,mwh
day/2017-10-23,846381.01,actual-gross-demand,mwh
day/2017-10-24,851073.769,actual-gross-demand,mwh
day/2017-10-25,832913.539,actual-gross-demand,mwh
day/2017-10-26,845571.681,actual-gross-demand,mwh
day/2017-10-27,827281.114,actual-gross-demand,mwh
day/2017-10-28,777558.608,actual-gross-demand,mwh
day/2017-10-29,778717.931,actual-gross-demand,mwh
day/2017-10-30,879566.42,actual-gross-demand,mwh
day/2017-10-31,886504.199,actual-gross-demand,mwh
day/2017-11-01,881045.849,actual-gross-demand,mwh
day/2017-11-02,888616.217,actual-gross-demand,mwh
day/2017-11-03,874004.508,actual-gross-demand,mwh
day/2017-11-04,797465.106,actual-gross-demand,mwh
day/2017-11-05,797645.219,actual-gross-demand,mwh
day/2017-11-06,919978.366,actual-gross-demand,mwh
day/2017-11-07,927925.646,actual-gross-demand,mwh
day/2017-11-08,934748.282,actual-gross-demand,mwh
day/2017-11-09,929420.068,actual-gross-demand,mwh
day/2017-11-10,905552.66,actual-gross-demand,mwh
day/2017-11-11,831846.294,actual-gross-demand,mwh
day/2017-11-12,825739.796,actual-gross-demand,mwh
day/2017-11-13,958113.94,actual-gross-demand,mwh
day/2017-11-14,941655.475,actual-gross-demand,mwh
day/2017-11-15,924732.491,actual-gross-demand,mwh
day/2017-11-16,916315.98,actual-gross-demand,mwh
day/2017-11-17,932336.091,actual-gross-demand,mwh
day/2017-11-18,856642.778,actual-gross-demand,mwh
day/2017-11-19,840825.91,actual-gross-demand,mwh
day/2017-11-20,937626.698,actual-gross-demand,mwh
day/2017-11-21,924146.991,actual-gross-demand,mwh
day/2017-11-22,916540.394,actual-gross-demand,mwh
day/2017-11-23,918327.231,actual-gross-demand,mwh
day/2017-11-24,933511.901,actual-gross-demand,mwh
day/2017-11-25,884607.207,actual-gross-demand,mwh
day/2017-11-26,873383.05,actual-gross-demand,mwh
day/2017-11-27,968734.984,actual-gross-demand,mwh
day/2017-11-28,982133.182,actual-gross-demand,mwh
day/2017-11-29,1003933.095,actual-gross-demand,mwh
day/2017-11-30,1026150.56,actual-gross-demand,mwh
day/2017-12-01,1004929.79,actual-gross-demand,mwh
day/2017-12-02,906230.281,actual-gross-demand,mwh
day/2017-12-03,865163.57,actual-gross-demand,mwh
day/2017-12-04,967983.595,actual-gross-demand,mwh
day/2017-12-05,975287.931,actual-gross-demand,mwh
day/2017-12-06,965653.443,actual-gross-demand,mwh
day/2017-12-07,964732.589,actual-gross-demand,mwh
day/2017-12-08,997515.332,actual-gross-demand,mwh
day/2017-12-09,938287.199,actual-gross-demand,mwh
day/2017-12-10,931906.849,actual-gross-demand,mwh
day/2017-12-11,1049085.419,actual-gross-demand,mwh
day/2017-12-12,1064591.545,actual-gross-demand,mwh
